scheme_slug,scheme_name,faq_number,question,answer
mgs-goa,Matching Grant Scheme,2,Can start-ups apply for the Matching Grant Scheme retroactively for expenditures incurred before the notification of the Goa Start-up Policy 2017?,"The document mentions that only expenditures incurred after the notification of the Goa Start-up Policy 2017 are considered for reimbursement under this scheme. However, if there are exceptional cases or circumstances, it is up to the discretion of the Start-up Promotion Cell (SPC) to admit such expenditures, subject to its due diligence."
mgs-goa,Matching Grant Scheme,3,Can you explain the role of the Start-up Promotion Cell (SPC) in the implementation of the Matching Grant Scheme?,"The Start-up Promotion Cell (SPC) plays a crucial role in the implementation of the Matching Grant Scheme. It conducts due diligence, selects eligible start-ups, evaluates applications, and makes decisions on the approval or rejection of applications. The SPC is the competent authority for this scheme, and its decisions are final and binding."
mgs-goa,Matching Grant Scheme,4,"What is the main vision behind the Goa Start-up Policy 2017, and how does it aim to achieve this vision?","The primary vision behind the Goa Start-up Policy 2017 is to position Goa as one of the most preferred start-up destinations in India. It aims to achieve this vision by attracting entrepreneurial talent and building a robust start-up ecosystem in the state, ultimately making Goa an aspirational hub for start-ups."
mgs-goa,Matching Grant Scheme,5,How long does it typically take for the SPC to evaluate applications and notify applicants about approval or rejection?,"The SPC aims to evaluate applications and provide notification of approval or rejection within 45 days from the receipt of the application. Once approved, the disbursed amount should reach the applicant within 60 days from the date of approval."
mgs-goa,Matching Grant Scheme,6,Is there a specific time frame within the financial year during which applicants can apply for the Matching Grant Scheme?,Applicants can apply for this scheme at any time during the financial year.
mgs-goa,Matching Grant Scheme,7,"What types of expenditures are considered for reimbursement under the Matching Grant Scheme, and are there any specific conditions related to digital payments?","Only expenditures incurred after the notification of Goa Start-up Policy 2017, within the policy's validity period, and paid digitally will be considered for reimbursement under this scheme. However, if digital payments are not feasible, the decision to admit such expenditure is at the discretion of the SPC, subject to its due diligence."
mgs-goa,Matching Grant Scheme,8,What are the eligibility criteria for start-ups to apply for the Matching Grant Scheme?,"To be eligible for this scheme, start-ups must be certified by the Start-up Promotion Cell (SPC) and possess a valid start-up certificate number. Additionally, the product for which benefits are sought should not have been introduced to the market previously, and the application must be submitted at least 1-3 months before the product launch."
mgs-goa,Matching Grant Scheme,9,Is there a guarantee that start-ups meeting the eligibility criteria will receive benefits under this scheme?,"No, there is no guarantee of benefits under this scheme. The Start-up Promotion Cell (SPC) retains the sole authority to accept or reject applications, even if start-ups meet the eligibility criteria."
mgs-goa,Matching Grant Scheme,10,"How many start-ups can avail of the benefits under this scheme each year, and how are they selected?","Up to 20 start-ups can benefit from this scheme annually, and the selection process is carried out by the SPC. The SPC selects eligible start-ups based on its due diligence and in accordance with its guidelines."
mgs-goa,Matching Grant Scheme,11,"Could you elaborate on the benefits offered under the Matching Grant Scheme, particularly for start-ups raising funds before the product launch phase?","Certainly, under the Matching Grant Scheme, start-ups that secure funds from a registered/recognized funding source before the product launch phase are eligible for benefits. They can receive 25% of matching funds, up to a maximum benefit of INR 25 lakh. The actual benefit amount is determined based on the proportionate ownership of stock after due diligence by the Start-up Promotion Cell (SPC)."
mgs-goa,Matching Grant Scheme,12,"What is the official name of the scheme discussed in this document, and when does it come into effect?","The scheme discussed here is called the ""Matching Grant Scheme,"" and it is already in effect."
mgs-goa,Matching Grant Scheme,13,"Could you explain the concept of ""proportionate ownership of stock"" in the context of the benefits provided by the Matching Grant Scheme?",Proportionate ownership of stock means that the benefits a start-up receives are proportional to the ownership stake held by investors or funding sources.
mgs-tbocwwb,Marriage Gift Scheme - Telangana,1,Who is eligible for the Marriage Gift Scheme?,Unmarried women who are registered construction workers and the daughters of registered workers aged 18 years and above are eligible.
mgs-tbocwwb,Marriage Gift Scheme - Telangana,2,What is the amount provided under the scheme?,"The scheme provides Rs. 30,000/- as a marriage gift."
mgs-tbocwwb,Marriage Gift Scheme - Telangana,3,When did the enhanced amount come into effect?,The enhanced amount is effective from 01.05.2017.
mgs-tbocwwb,Marriage Gift Scheme - Telangana,4,How many daughters of a registered worker can benefit from this scheme?,Up to two daughters of a registered worker can benefit.
mgs-tbocwwb,Marriage Gift Scheme - Telangana,5,What is the application deadline?,Applications must be submitted within one year from the date of marriage.
mgs-tbocwwb,Marriage Gift Scheme - Telangana,6,Can both parents apply for the scheme if they are registered workers?,"No, only one parent can apply for the scheme."
mgs-tbocwwb,Marriage Gift Scheme - Telangana,7,How is the scheme amount disbursed?,The amount is directly credited to the beneficiary's savings bank account.
mgs-tbocwwb,Marriage Gift Scheme - Telangana,8,Is the scheme amount additional to other government schemes?,"Yes, the scheme amount is in addition to any similar schemes by the government."
mgs-tbocwwb,Marriage Gift Scheme - Telangana,9,Can the scheme be availed for a second marriage?,"No, the scheme is applicable only for the first marriage."
mgs-tbocwwb,Marriage Gift Scheme - Telangana,10,Where can the application form be obtained?,The form can be obtained from the Labour Department offices or online through the official website.
mgs,Marriage Grant Scheme,1,What is Marriage Grant Scheme ?,"Under the scheme, financial assistance for the marriage of girls from economically weaker families of the state."
mgs,Marriage Grant Scheme,2,Who are the beneficiaries ?,"Females from the state, who full fill the eligibility criteria."
mgs,Marriage Grant Scheme,3,What is minimum eligible age of brides/Females,The age of the Brides/Females should be 18 years old.
mgs,Marriage Grant Scheme,4,What Is Minimum Eligible Age Of grooms/boys?,The Age Of The Boys/grooms Should Be 21 Years Old.
mgs,Marriage Grant Scheme,5,Is this scheme only applicable for rural areas ?,From rural and urban both women can take benefit of this scheme.
mgs,Marriage Grant Scheme,6,What Is The financial eligibility criteria,"The annual income of the applicant in urban areas should not exceed Rs. 56,460/- and in rural areas Rs. 46,080/-."
mgs,Marriage Grant Scheme,7,May destitute/widow women also apply for this?,"Yes, they can apply and Priority will be provided to them."
mgs,Marriage Grant Scheme,8,How many girls of a family can get the benefits of the scheme ?,Marriage grants will be allowed up to a maximum of 02 daughters from a family.
mgs,Marriage Grant Scheme,9,How to apply for the scheme ?,"- Applicants must have to apply through Jan Suvidha Kendras, District Backward Classes Welfare Officer or on the official website of the department.. | - In online mode, applicants can apply using their Aadhaar number."
mgs,Marriage Grant Scheme,10,What is the official portal to apply online ?,Click on the following link. | URL : https://www.shadianudan.upsdc.gov.in/Avedak_KYC.aspx
mgs,Marriage Grant Scheme,11,What documents are required to apply ?,Income Certificate. Caste Certificate. Intermediate Marks Sheet. Applicant photograph.
mgsapbocwwb,Marriage Gift Scheme (APBOCWWB),1,Who is eligible to apply for the scheme?,Unmarried registered women construction workers and the two daughters of registered workers are eligible.
mgsapbocwwb,Marriage Gift Scheme (APBOCWWB),2,Is there an age requirement for the bride?,"Yes, the bride must be at least 18 years old at the time of marriage."
mgsapbocwwb,Marriage Gift Scheme (APBOCWWB),3,How much financial assistance is provided?,"The scheme offers [?]20,000 as a marriage gift."
mgsapbocwwb,Marriage Gift Scheme (APBOCWWB),4,How can I apply for this scheme?,You can apply online via the Andhra Pradesh Building & Other Construction Workers Welfare Board portal or by submitting a physical application.
mgsapbocwwb,Marriage Gift Scheme (APBOCWWB),5,What documents are required to apply?,"The Aadhaar Card, age proof, Marriage Certificate, wedding invitation, marriage photos, and the bride's bank account passbook."
mgsapbocwwb,Marriage Gift Scheme (APBOCWWB),6,Is there a deadline for submitting the application?,"Yes, the application must be submitted within 6 months of the marriage."
mgsapbocwwb,Marriage Gift Scheme (APBOCWWB),7,How is the benefit amount transferred?,"The amount of [?]20,000 is transferred directly to the bride's bank account after successful verification."
